supplier_id,supplier_name,category_id,category_name,product_id,product_name,product_unit_price,product_unit_stock,units_on_order,order_id,order_date,order_price,order_quantity,order_discount,customer_id,customer_country,shipper_id,shipper_name,shipped_date,freight,employee_id,employee_last_name,employee_first_name
6,Mayumi's,8,Seafood,13,Konbu,6,24,0,10383,1996/12/16,4.8,20,0,AROUT,UK,3,Federal Shipping,1996/12/18,34.24,8,Callahan,Laura
23,Karkki Oy,3,Confections,50,Valkoinen suklaa,16.25,65,0,10383,1996/12/16,13,15,0,AROUT,UK,3,Federal Shipping,1996/12/18,34.24,8,Callahan,Laura
26,Pasta Buttini s.r.l.,5,Grains/Cereals,56,Gnocchi di nonna Alice,38,21,10,10383,1996/12/16,30.4,20,0,AROUT,UK,3,Federal Shipping,1996/12/18,34.24,8,Callahan,Laura
8,"Specialty Biscuits, Ltd.",3,Confections,20,Sir Rodney's Marmalade,81,40,0,10384,1996/12/16,64.8,28,0,BERGS,Sweden,3,Federal Shipping,1996/12/20,168.64,3,Leverling,Janet
28,Gai pâturage,4,Dairy Products,60,Camembert Pierrot,34,19,0,10384,1996/12/16,27.2,15,0,BERGS,Sweden,3,Federal Shipping,1996/12/20,168.64,3,Leverling,Janet
3,Grandma Kelly's Homestead,7,Produce,7,Uncle Bob's Organic Dried Pears,30,15,0,10385,1996/12/17,24,10,0.2,SPLIR,USA,2,United Package,1996/12/23,30.96,1,Davolio,Nancy
28,Gai pâturage,4,Dairy Products,60,Camembert Pierrot,34,19,0,10385,1996/12/17,27.2,20,0.2,SPLIR,USA,2,United Package,1996/12/23,30.96,1,Davolio,Nancy
8,"Specialty Biscuits, Ltd.",3,Confections,68,Scottish Longbreads,12.5,6,10,10385,1996/12/17,10,8,0.2,SPLIR,USA,2,United Package,1996/12/23,30.96,1,Davolio,Nancy
10,Refrescos Americanas LTDA,1,Beverages,24,Guaraná Fantástica,4.5,20,0,10386,1996/12/18,3.6,15,0,FAMIA,Brazil,3,Federal Shipping,1996/12/25,13.99,9,Dodsworth,Anne
16,Bigfoot Breweries,1,Beverages,34,Sasquatch Ale,14,111,0,10386,1996/12/18,11.2,10,0,FAMIA,Brazil,3,Federal Shipping,1996/12/25,13.99,9,Dodsworth,Anne
10,Refrescos Americanas LTDA,1,Beverages,24,Guaraná Fantástica,4.5,20,0,10387,1996/12/18,3.6,15,0,SANTG,Norway,2,United Package,1996/12/20,93.63,1,Davolio,Nancy
12,Plutzer Lebensmittelgroßmärkte AG,7,Produce,28,Rössle Sauerkraut,45.6,26,0,10387,1996/12/18,36.4,6,0,SANTG,Norway,2,United Package,1996/12/20,93.63,1,Davolio,Nancy
28,Gai pâturage,4,Dairy Products,59,Raclette Courdavault,55,79,0,10387,1996/12/18,44,12,0,SANTG,Norway,2,United Package,1996/12/20,93.63,1,Davolio,Nancy
15,Norske Meierier,4,Dairy Products,71,Flotemysost,21.5,26,0,10387,1996/12/18,17.2,15,0,SANTG,Norway,2,United Package,1996/12/20,93.63,1,Davolio,Nancy
21,Lyngbysild,8,Seafood,45,Rogede sild,9.5,5,70,10388,1996/12/19,7.6,15,0.2,SEVES,UK,1,Speedy Express,1996/12/20,34.86,2,Fuller,Andrew
24,"G'day, Mate",5,Grains/Cereals,52,Filo Mix,7,38,0,10388,1996/12/19,5.6,20,0.2,SEVES,UK,1,Speedy Express,1996/12/20,34.86,2,Fuller,Andrew
24,"G'day, Mate",6,Meat/Poultry,53,Perth Pasties,32.8,0,0,10388,1996/12/19,26.2,40,0,SEVES,UK,1,Speedy Express,1996/12/20,34.86,2,Fuller,Andrew
4,Tokyo Traders,8,Seafood,10,Ikura,31,31,0,10389,1996/12/20,24.8,16,0,BOTTM,Canada,2,United Package,1996/12/24,47.42,4,Peacock,Margaret
25,Ma Maison,6,Meat/Poultry,55,Pâté chinois,24,115,0,10389,1996/12/20,19.2,15,0,BOTTM,Canada,2,United Package,1996/12/24,47.42,4,Peacock,Margaret
29,Forêts d'érables,3,Confections,62,Tarte au sucre,49.3,17,0,10389,1996/12/20,39.4,20,0,BOTTM,Canada,2,United Package,1996/12/24,47.42,4,Peacock,Margaret
7,"Pavlova, Ltd.",1,Beverages,70,Outback Lager,15,15,10,10389,1996/12/20,12,30,0,BOTTM,Canada,2,United Package,1996/12/24,47.42,4,Peacock,Margaret
14,Formaggi Fortini s.r.l.,4,Dairy Products,31,Gorgonzola Telino,12.5,0,70,10390,1996/12/23,10,60,0.1,ERNSH,Austria,1,Speedy Express,1996/12/26,126.38,6,Suyama,Michael
16,Bigfoot Breweries,1,Beverages,35,Steeleye Stout,18,20,0,10390,1996/12/23,14.4,40,0.1,ERNSH,Austria,1,Speedy Express,1996/12/26,126.38,6,Suyama,Michael
21,Lyngbysild,8,Seafood,46,Spegesild,12,95,0,10390,1996/12/23,9.6,45,0,ERNSH,Austria,1,Speedy Express,1996/12/26,126.38,6,Suyama,Michael
14,Formaggi Fortini s.r.l.,4,Dairy Products,72,Mozzarella di Giovanni,34.8,14,0,10390,1996/12/23,27.8,24,0.1,ERNSH,Austria,1,Speedy Express,1996/12/26,126.38,6,Suyama,Michael
6,Mayumi's,8,Seafood,13,Konbu,6,24,0,10391,1996/12/23,4.8,18,0,DRACD,Germany,3,Federal Shipping,1996/12/31,5.45,3,Leverling,Janet
15,Norske Meierier,4,Dairy Products,69,Gudbrandsdalsost,36,26,0,10392,1996/12/24,28.8,50,0,PICCO,Austria,3,Federal Shipping,1997/1/1,122.46,2,Fuller,Andrew
1,Exotic Liquids,1,Beverages,2,Chang,19,17,40,10393,1996/12/25,15.2,25,0.25,SAVEA,USA,3,Federal Shipping,1997/1/3,126.56,1,Davolio,Nancy
6,Mayumi's,7,Produce,14,Tofu,23.25,35,0,10393,1996/12/25,18.6,42,0.25,SAVEA,USA,3,Federal Shipping,1997/1/3,126.56,1,Davolio,Nancy
11,Heli Süßwaren GmbH & Co. KG,3,Confections,25,NuNuCa Nuß-Nougat-Creme,14,76,0,10393,1996/12/25,11.2,7,0.25,SAVEA,USA,3,Federal Shipping,1997/1/3,126.56,1,Davolio,Nancy
11,Heli Süßwaren GmbH & Co. KG,3,Confections,26,Gumbär Gummibärchen,31.23,15,0,10393,1996/12/25,24.9,70,0.25,SAVEA,USA,3,Federal Shipping,1997/1/3,126.56,1,Davolio,Nancy
14,Formaggi Fortini s.r.l.,4,Dairy Products,31,Gorgonzola Telino,12.5,0,70,10393,1996/12/25,10,32,0,SAVEA,USA,3,Federal Shipping,1997/1/3,126.56,1,Davolio,Nancy
6,Mayumi's,8,Seafood,13,Konbu,6,24,0,10394,1996/12/25,4.8,10,0,HUNGC,USA,3,Federal Shipping,1997/1/3,30.34,1,Davolio,Nancy
29,Forêts d'érables,3,Confections,62,Tarte au sucre,49.3,17,0,10394,1996/12/25,39.4,10,0,HUNGC,USA,3,Federal Shipping,1997/1/3,30.34,1,Davolio,Nancy
21,Lyngbysild,8,Seafood,46,Spegesild,12,95,0,10395,1996/12/26,9.6,28,0.1,HILAA,Venezuela,1,Speedy Express,1997/1/3,184.41,6,Suyama,Michael
24,"G'day, Mate",6,Meat/Poultry,53,Perth Pasties,32.8,0,0,10395,1996/12/26,26.2,70,0.1,HILAA,Venezuela,1,Speedy Express,1997/1/3,184.41,6,Suyama,Michael
15,Norske Meierier,4,Dairy Products,69,Gudbrandsdalsost,36,26,0,10395,1996/12/26,28.8,8,0,HILAA,Venezuela,1,Speedy Express,1997/1/3,184.41,6,Suyama,Michael
9,PB Knäckebröd AB,5,Grains/Cereals,23,Tunnbröd,9,61,0,10396,1996/12/27,7.2,40,0,FRANK,Germany,3,Federal Shipping,1997/1/6,135.35,1,Davolio,Nancy
15,Norske Meierier,4,Dairy Products,71,Flotemysost,21.5,26,0,10396,1996/12/27,17.2,60,0,FRANK,Germany,3,Federal Shipping,1997/1/6,135.35,1,Davolio,Nancy
14,Formaggi Fortini s.r.l.,4,Dairy Products,72,Mozzarella di Giovanni,34.8,14,0,10396,1996/12/27,27.8,21,0,FRANK,Germany,3,Federal Shipping,1997/1/6,135.35,1,Davolio,Nancy
8,"Specialty Biscuits, Ltd.",3,Confections,21,Sir Rodney's Scones,10,3,40,10397,1996/12/27,8,10,0.15,PRINI,Portugal,1,Speedy Express,1997/1/2,60.26,5,Buchanan,Steven
24,"G'day, Mate",7,Produce,51,Manjimup Dried Apples,53,20,0,10397,1996/12/27,42.4,18,0.15,PRINI,Portugal,1,Speedy Express,1997/1/2,60.26,5,Buchanan,Steven
16,Bigfoot Breweries,1,Beverages,35,Steeleye Stout,18,20,0,10398,1996/12/30,14.4,30,0,SAVEA,USA,3,Federal Shipping,1997/1/9,89.16,2,Fuller,Andrew
25,Ma Maison,6,Meat/Poultry,55,Pâté chinois,24,115,0,10398,1996/12/30,19.2,120,0.1,SAVEA,USA,3,Federal Shipping,1997/1/9,89.16,2,Fuller,Andrew
8,"Specialty Biscuits, Ltd.",3,Confections,68,Scottish Longbreads,12.5,6,10,10399,1996/12/31,10,60,0,VAFFE,Denmark,3,Federal Shipping,1997/1/8,27.36,8,Callahan,Laura
15,Norske Meierier,4,Dairy Products,71,Flotemysost,21.5,26,0,10399,1996/12/31,17.2,30,0,VAFFE,Denmark,3,Federal Shipping,1997/1/8,27.36,8,Callahan,Laura
23,Karkki Oy,1,Beverages,76,Lakkalikööri,18,57,0,10399,1996/12/31,14.4,35,0,VAFFE,Denmark,3,Federal Shipping,1997/1/8,27.36,8,Callahan,Laura
12,Plutzer Lebensmittelgroßmärkte AG,2,Condiments,77,Original Frankfurter grüne Soße,13,32,0,10399,1996/12/31,10.4,14,0,VAFFE,Denmark,3,Federal Shipping,1997/1/8,27.36,8,Callahan,Laura
12,Plutzer Lebensmittelgroßmärkte AG,6,Meat/Poultry,29,Thüringer Rostbratwurst,123.79,0,0,10400,1997/1/1,99,21,0,EASTC,UK,3,Federal Shipping,1997/1/16,83.93,1,Davolio,Nancy
16,Bigfoot Breweries,1,Beverages,35,Steeleye Stout,18,20,0,10400,1997/1/1,14.4,35,0,EASTC,UK,3,Federal Shipping,1997/1/16,83.93,1,Davolio,Nancy
23,Karkki Oy,3,Confections,49,Maxilaku,20,10,60,10400,1997/1/1,16,30,0,EASTC,UK,3,Federal Shipping,1997/1/16,83.93,1,Davolio,Nancy
13,Nord-Ost-Fisch Handelsgesellschaft mbH,8,Seafood,30,Nord-Ost Matjeshering,25.89,10,0,10401,1997/1/1,20.7,18,0,RATTC,USA,1,Speedy Express,1997/1/10,12.51,1,Davolio,Nancy
26,Pasta Buttini s.r.l.,5,Grains/Cereals,56,Gnocchi di nonna Alice,38,21,10,10401,1997/1/1,30.4,70,0,RATTC,USA,1,Speedy Express,1997/1/10,12.51,1,Davolio,Nancy
2,New Orleans Cajun Delights,2,Condiments,65,Louisiana Fiery Hot Pepper Sauce,21.05,76,0,10401,1997/1/1,16.8,20,0,RATTC,USA,1,Speedy Express,1997/1/10,12.51,1,Davolio,Nancy
15,Norske Meierier,4,Dairy Products,71,Flotemysost,21.5,26,0,10401,1997/1/1,17.2,60,0,RATTC,USA,1,Speedy Express,1997/1/10,12.51,1,Davolio,Nancy
9,PB Knäckebröd AB,5,Grains/Cereals,23,Tunnbröd,9,61,0,10402,1997/1/2,7.2,60,0,ERNSH,Austria,2,United Package,1997/1/10,67.88,8,Callahan,Laura
7,"Pavlova, Ltd.",2,Condiments,63,Vegie-spread,43.9,24,0,10402,1997/1/2,35.1,65,0,ERNSH,Austria,2,United Package,1997/1/10,67.88,8,Callahan,Laura
7,"Pavlova, Ltd.",3,Confections,16,Pavlova,17.45,29,0,10403,1997/1/3,13.9,21,0.15,ERNSH,Austria,3,Federal Shipping,1997/1/9,73.79,4,Peacock,Margaret
22,Zaanse Snoepfabriek,3,Confections,48,Chocolade,12.75,15,70,10403,1997/1/3,10.2,70,0.15,ERNSH,Austria,3,Federal Shipping,1997/1/9,73.79,4,Peacock,Margaret
11,Heli Süßwaren GmbH & Co. KG,3,Confections,26,Gumbär Gummibärchen,31.23,15,0,10404,1997/1/3,24.9,30,0.05,MAGAA,Italy,1,Speedy Express,1997/1/8,155.97,2,Fuller,Andrew
20,Leka Trading,5,Grains/Cereals,42,Singaporean Hokkien Fried Mee,14,26,0,10404,1997/1/3,11.2,40,0.05,MAGAA,Italy,1,Speedy Express,1997/1/8,155.97,2,Fuller,Andrew
23,Karkki Oy,3,Confections,49,Maxilaku,20,10,60,10404,1997/1/3,16,30,0.05,MAGAA,Italy,1,Speedy Express,1997/1/8,155.97,2,Fuller,Andrew
1,Exotic Liquids,2,Condiments,3,Aniseed Syrup,10,13,70,10405,1997/1/6,8,50,0,LINOD,Venezuela,1,Speedy Express,1997/1/22,34.82,1,Davolio,Nancy
8,"Specialty Biscuits, Ltd.",1,Beverages,1,Chai,18,39,0,10406,1997/1/7,14.4,10,0,QUEEN,Brazil,1,Speedy Express,1997/1/13,108.04,7,King,Robert
8,"Specialty Biscuits, Ltd.",3,Confections,21,Sir Rodney's Scones,10,3,40,10406,1997/1/7,8,30,0.1,QUEEN,Brazil,1,Speedy Express,1997/1/13,108.04,7,King,Robert
12,Plutzer Lebensmittelgroßmärkte AG,7,Produce,28,Rössle Sauerkraut,45.6,26,0,10406,1997/1/7,36.4,42,0.1,QUEEN,Brazil,1,Speedy Express,1997/1/13,108.04,7,King,Robert
17,Svensk Sjöföda AB,8,Seafood,36,Inlagd Sill,19,112,0,10406,1997/1/7,15.2,5,0.1,QUEEN,Brazil,1,Speedy Express,1997/1/13,108.04,7,King,Robert
19,New England Seafood Cannery,8,Seafood,40,Boston Crab Meat,18.4,123,0,10406,1997/1/7,14.7,2,0.1,QUEEN,Brazil,1,Speedy Express,1997/1/13,108.04,7,King,Robert
5,Cooperativa de Quesos 'Las Cabras',4,Dairy Products,11,Queso Cabrales,21,22,30,10407,1997/1/7,16.8,30,0,OTTIK,Germany,2,United Package,1997/1/30,91.48,2,Fuller,Andrew
15,Norske Meierier,4,Dairy Products,69,Gudbrandsdalsost,36,26,0,10407,1997/1/7,28.8,15,0,OTTIK,Germany,2,United Package,1997/1/30,91.48,2,Fuller,Andrew
15,Norske Meierier,4,Dairy Products,71,Flotemysost,21.5,26,0,10407,1997/1/7,17.2,15,0,OTTIK,Germany,2,United Package,1997/1/30,91.48,2,Fuller,Andrew
17,Svensk Sjöföda AB,8,Seafood,37,Gravad lax,26,11,50,10408,1997/1/8,20.8,10,0,FOLIG,France,1,Speedy Express,1997/1/14,11.26,8,Callahan,Laura
25,Ma Maison,6,Meat/Poultry,54,Tourtière,7.45,21,0,10408,1997/1/8,5.9,6,0,FOLIG,France,1,Speedy Express,1997/1/14,11.26,8,Callahan,Laura
29,Forêts d'érables,3,Confections,62,Tarte au sucre,49.3,17,0,10408,1997/1/8,39.4,35,0,FOLIG,France,1,Speedy Express,1997/1/14,11.26,8,Callahan,Laura
6,Mayumi's,7,Produce,14,Tofu,23.25,35,0,10409,1997/1/9,18.6,12,0,OCEAN,Argentina,1,Speedy Express,1997/1/14,29.83,3,Leverling,Janet
8,"Specialty Biscuits, Ltd.",3,Confections,21,Sir Rodney's Scones,10,3,40,10409,1997/1/9,8,12,0,OCEAN,Argentina,1,Speedy Express,1997/1/14,29.83,3,Leverling,Janet
15,Norske Meierier,4,Dairy Products,33,Geitost,2.5,112,0,10410,1997/1/10,2,49,0,BOTTM,Canada,3,Federal Shipping,1997/1/15,2.4,3,Leverling,Janet
28,Gai pâturage,4,Dairy Products,59,Raclette Courdavault,55,79,0,10410,1997/1/10,44,16,0,BOTTM,Canada,3,Federal Shipping,1997/1/15,2.4,3,Leverling,Janet
19,New England Seafood Cannery,8,Seafood,41,Jack's New England Clam Chowder,9.65,85,0,10411,1997/1/10,7.7,25,0.2,BOTTM,Canada,3,Federal Shipping,1997/1/21,23.65,9,Dodsworth,Anne
20,Leka Trading,2,Condiments,44,Gula Malacca,19.45,27,0,10411,1997/1/10,15.5,40,0.2,BOTTM,Canada,3,Federal Shipping,1997/1/21,23.65,9,Dodsworth,Anne
28,Gai pâturage,4,Dairy Products,59,Raclette Courdavault,55,79,0,10411,1997/1/10,44,9,0.2,BOTTM,Canada,3,Federal Shipping,1997/1/21,23.65,9,Dodsworth,Anne
6,Mayumi's,7,Produce,14,Tofu,23.25,35,0,10412,1997/1/13,18.6,20,0.1,WARTH,Finland,2,United Package,1997/1/15,3.77,8,Callahan,Laura
8,"Specialty Biscuits, Ltd.",1,Beverages,1,Chai,18,39,0,10413,1997/1/14,14.4,24,0,LAMAI,France,2,United Package,1997/1/16,95.66,3,Leverling,Janet
29,Forêts d'érables,3,Confections,62,Tarte au sucre,49.3,17,0,10413,1997/1/14,39.4,40,0,LAMAI,France,2,United Package,1997/1/16,95.66,3,Leverling,Janet
23,Karkki Oy,1,Beverages,76,Lakkalikööri,18,57,0,10413,1997/1/14,14.4,14,0,LAMAI,France,2,United Package,1997/1/16,95.66,3,Leverling,Janet
8,"Specialty Biscuits, Ltd.",3,Confections,19,Teatime Chocolate Biscuits,9.2,25,0,10414,1997/1/14,7.3,18,0.05,FAMIA,Brazil,3,Federal Shipping,1997/1/17,21.48,2,Fuller,Andrew
15,Norske Meierier,4,Dairy Products,33,Geitost,2.5,112,0,10414,1997/1/14,2,50,0,FAMIA,Brazil,3,Federal Shipping,1997/1/17,21.48,2,Fuller,Andrew
7,"Pavlova, Ltd.",6,Meat/Poultry,17,Alice Mutton,39,0,0,10415,1997/1/15,31.2,2,0,HUNGC,USA,1,Speedy Express,1997/1/24,0.2,3,Leverling,Janet
15,Norske Meierier,4,Dairy Products,33,Geitost,2.5,112,0,10415,1997/1/15,2,20,0,HUNGC,USA,1,Speedy Express,1997/1/24,0.2,3,Leverling,Janet
8,"Specialty Biscuits, Ltd.",3,Confections,19,Teatime Chocolate Biscuits,9.2,25,0,10416,1997/1/16,7.3,20,0,WARTH,Finland,3,Federal Shipping,1997/1/27,22.72,8,Callahan,Laura
24,"G'day, Mate",6,Meat/Poultry,53,Perth Pasties,32.8,0,0,10416,1997/1/16,26.2,10,0,WARTH,Finland,3,Federal Shipping,1997/1/27,22.72,8,Callahan,Laura
26,Pasta Buttini s.r.l.,5,Grains/Cereals,57,Ravioli Angelo,19.5,36,0,10416,1997/1/16,15.6,20,0,WARTH,Finland,3,Federal Shipping,1997/1/27,22.72,8,Callahan,Laura
18,Aux joyeux ecclésiastiques,1,Beverages,38,Côte de Blaye,263.5,17,0,10417,1997/1/16,210.8,50,0,SIMOB,Denmark,3,Federal Shipping,1997/1/28,70.29,4,Peacock,Margaret
21,Lyngbysild,8,Seafood,46,Spegesild,12,95,0,10417,1997/1/16,9.6,2,0.25,SIMOB,Denmark,3,Federal Shipping,1997/1/28,70.29,4,Peacock,Margaret
8,"Specialty Biscuits, Ltd.",3,Confections,68,Scottish Longbreads,12.5,6,10,10417,1997/1/16,10,36,0.25,SIMOB,Denmark,3,Federal Shipping,1997/1/28,70.29,4,Peacock,Margaret
12,Plutzer Lebensmittelgroßmärkte AG,2,Condiments,77,Original Frankfurter grüne Soße,13,32,0,10417,1997/1/16,10.4,35,0,SIMOB,Denmark,3,Federal Shipping,1997/1/28,70.29,4,Peacock,Margaret
1,Exotic Liquids,1,Beverages,2,Chang,19,17,40,10418,1997/1/17,15.2,60,0,QUICK,Germany,1,Speedy Express,1997/1/24,17.55,4,Peacock,Margaret
22,Zaanse Snoepfabriek,3,Confections,47,Zaanse koeken,9.5,36,0,10418,1997/1/17,7.6,55,0,QUICK,Germany,1,Speedy Express,1997/1/24,17.55,4,Peacock,Margaret
29,Forêts d'érables,2,Condiments,61,Sirop d'érable,28.5,113,0,10418,1997/1/17,22.8,16,0,QUICK,Germany,1,Speedy Express,1997/1/24,17.55,4,Peacock,Margaret
4,Tokyo Traders,7,Produce,74,Longlife Tofu,10,4,20,10418,1997/1/17,8,15,0,QUICK,Germany,1,Speedy Express,1997/1/24,17.55,4,Peacock,Margaret
28,Gai pâturage,4,Dairy Products,60,Camembert Pierrot,34,19,0,10419,1997/1/20,27.2,60,0.05,RICSU,Switzerland,2,United Package,1997/1/30,137.35,4,Peacock,Margaret
15,Norske Meierier,4,Dairy Products,69,Gudbrandsdalsost,36,26,0,10419,1997/1/20,28.8,20,0.05,RICSU,Switzerland,2,United Package,1997/1/30,137.35,4,Peacock,Margaret
4,Tokyo Traders,6,Meat/Poultry,9,Mishi Kobe Niku,97,29,0,10420,1997/1/21,77.6,20,0.1,WELLI,Brazil,1,Speedy Express,1997/1/27,44.12,3,Leverling,Janet
6,Mayumi's,8,Seafood,13,Konbu,6,24,0,10420,1997/1/21,4.8,2,0.1,WELLI,Brazil,1,Speedy Express,1997/1/27,44.12,3,Leverling,Janet
7,"Pavlova, Ltd.",1,Beverages,70,Outback Lager,15,15,10,10420,1997/1/21,12,8,0.1,WELLI,Brazil,1,Speedy Express,1997/1/27,44.12,3,Leverling,Janet
17,Svensk Sjöföda AB,8,Seafood,73,Röd Kaviar,15,101,0,10420,1997/1/21,12,20,0.1,WELLI,Brazil,1,Speedy Express,1997/1/27,44.12,3,Leverling,Janet
8,"Specialty Biscuits, Ltd.",3,Confections,19,Teatime Chocolate Biscuits,9.2,25,0,10421,1997/1/21,7.3,4,0.15,QUEDE,Brazil,1,Speedy Express,1997/1/27,99.23,8,Callahan,Laura
11,Heli Süßwaren GmbH & Co. KG,3,Confections,26,Gumbär Gummibärchen,31.23,15,0,10421,1997/1/21,24.9,30,0,QUEDE,Brazil,1,Speedy Express,1997/1/27,99.23,8,Callahan,Laura
24,"G'day, Mate",6,Meat/Poultry,53,Perth Pasties,32.8,0,0,10421,1997/1/21,26.2,15,0.15,QUEDE,Brazil,1,Speedy Express,1997/1/27,99.23,8,Callahan,Laura
12,Plutzer Lebensmittelgroßmärkte AG,2,Condiments,77,Original Frankfurter grüne Soße,13,32,0,10421,1997/1/21,10.4,10,0.15,QUEDE,Brazil,1,Speedy Express,1997/1/27,99.23,8,Callahan,Laura
11,Heli Süßwaren GmbH & Co. KG,3,Confections,26,Gumbär Gummibärchen,31.23,15,0,10422,1997/1/22,24.9,2,0,FRANS,Italy,1,Speedy Express,1997/1/31,3.02,2,Fuller,Andrew
14,Formaggi Fortini s.r.l.,4,Dairy Products,31,Gorgonzola Telino,12.5,0,70,10423,1997/1/23,10,14,0,GOURL,Brazil,3,Federal Shipping,1997/2/24,24.5,6,Suyama,Michael
28,Gai pâturage,4,Dairy Products,59,Raclette Courdavault,55,79,0,10423,1997/1/23,44,20,0,GOURL,Brazil,3,Federal Shipping,1997/2/24,24.5,6,Suyama,Michael
16,Bigfoot Breweries,1,Beverages,35,Steeleye Stout,18,20,0,10424,1997/1/23,14.4,60,0.2,MEREP,Canada,2,United Package,1997/1/27,370.61,7,King,Robert
18,Aux joyeux ecclésiastiques,1,Beverages,38,Côte de Blaye,263.5,17,0,10424,1997/1/23,210.8,49,0.2,MEREP,Canada,2,United Package,1997/1/27,370.61,7,King,Robert
8,"Specialty Biscuits, Ltd.",3,Confections,68,Scottish Longbreads,12.5,6,10,10424,1997/1/23,10,30,0.2,MEREP,Canada,2,United Package,1997/1/27,370.61,7,King,Robert
25,Ma Maison,6,Meat/Poultry,55,Pâté chinois,24,115,0,10425,1997/1/24,19.2,10,0.25,LAMAI,France,2,United Package,1997/2/14,7.93,6,Suyama,Michael
23,Karkki Oy,1,Beverages,76,Lakkalikööri,18,57,0,10425,1997/1/24,14.4,20,0.25,LAMAI,France,2,United Package,1997/2/14,7.93,6,Suyama,Michael
26,Pasta Buttini s.r.l.,5,Grains/Cereals,56,Gnocchi di nonna Alice,38,21,10,10426,1997/1/27,30.4,5,0,GALED,Spain,1,Speedy Express,1997/2/6,18.69,4,Peacock,Margaret
12,Plutzer Lebensmittelgroßmärkte AG,5,Grains/Cereals,64,Wimmers gute Semmelknödel,33.25,22,80,10426,1997/1/27,26.6,7,0,GALED,Spain,1,Speedy Express,1997/2/6,18.69,4,Peacock,Margaret
6,Mayumi's,7,Produce,14,Tofu,23.25,35,0,10427,1997/1/27,18.6,35,0,PICCO,Austria,2,United Package,1997/3/3,31.29,4,Peacock,Margaret
21,Lyngbysild,8,Seafood,46,Spegesild,12,95,0,10428,1997/1/28,9.6,20,0,REGGC,Italy,1,Speedy Express,1997/2/4,11.09,7,King,Robert
23,Karkki Oy,3,Confections,50,Valkoinen suklaa,16.25,65,0,10429,1997/1/29,13,40,0,HUNGO,Ireland,2,United Package,1997/2/7,56.63,3,Leverling,Janet
7,"Pavlova, Ltd.",2,Condiments,63,Vegie-spread,43.9,24,0,10429,1997/1/29,35.1,35,0.25,HUNGO,Ireland,2,United Package,1997/2/7,56.63,3,Leverling,Janet
7,"Pavlova, Ltd.",6,Meat/Poultry,17,Alice Mutton,39,0,0,10430,1997/1/30,31.2,45,0.2,ERNSH,Austria,1,Speedy Express,1997/2/3,458.78,4,Peacock,Margaret
8,"Specialty Biscuits, Ltd.",3,Confections,21,Sir Rodney's Scones,10,3,40,10430,1997/1/30,8,50,0,ERNSH,Austria,1,Speedy Express,1997/2/3,458.78,4,Peacock,Margaret
26,Pasta Buttini s.r.l.,5,Grains/Cereals,56,Gnocchi di nonna Alice,38,21,10,10430,1997/1/30,30.4,30,0,ERNSH,Austria,1,Speedy Express,1997/2/3,458.78,4,Peacock,Margaret
28,Gai pâturage,4,Dairy Products,59,Raclette Courdavault,55,79,0,10430,1997/1/30,44,70,0.2,ERNSH,Austria,1,Speedy Express,1997/2/3,458.78,4,Peacock,Margaret
7,"Pavlova, Ltd.",6,Meat/Poultry,17,Alice Mutton,39,0,0,10431,1997/1/30,31.2,50,0.25,BOTTM,Canada,2,United Package,1997/2/7,44.17,4,Peacock,Margaret
19,New England Seafood Cannery,8,Seafood,40,Boston Crab Meat,18.4,123,0,10431,1997/1/30,14.7,50,0.25,BOTTM,Canada,2,United Package,1997/2/7,44.17,4,Peacock,Margaret
22,Zaanse Snoepfabriek,3,Confections,47,Zaanse koeken,9.5,36,0,10431,1997/1/30,7.6,30,0.25,BOTTM,Canada,2,United Package,1997/2/7,44.17,4,Peacock,Margaret
11,Heli Süßwaren GmbH & Co. KG,3,Confections,26,Gumbär Gummibärchen,31.23,15,0,10432,1997/1/31,24.9,10,0,SPLIR,USA,2,United Package,1997/2/7,4.34,3,Leverling,Janet
25,Ma Maison,6,Meat/Poultry,54,Tourtière,7.45,21,0,10432,1997/1/31,5.9,40,0,SPLIR,USA,2,United Package,1997/2/7,4.34,3,Leverling,Janet
26,Pasta Buttini s.r.l.,5,Grains/Cereals,56,Gnocchi di nonna Alice,38,21,10,10433,1997/2/3,30.4,28,0,PRINI,Portugal,3,Federal Shipping,1997/3/4,73.83,3,Leverling,Janet
5,Cooperativa de Quesos 'Las Cabras',4,Dairy Products,11,Queso Cabrales,21,22,30,10434,1997/2/3,16.8,6,0,FOLKO,Sweden,2,United Package,1997/2/13,17.92,3,Leverling,Janet
23,Karkki Oy,1,Beverages,76,Lakkalikööri,18,57,0,10434,1997/2/3,14.4,18,0.15,FOLKO,Sweden,2,United Package,1997/2/13,17.92,3,Leverling,Janet
1,Exotic Liquids,1,Beverages,2,Chang,19,17,40,10435,1997/2/4,15.2,10,0,CONSH,UK,2,United Package,1997/2/7,9.21,8,Callahan,Laura
9,PB Knäckebröd AB,5,Grains/Cereals,22,Gustaf's Knäckebröd,21,104,0,10435,1997/2/4,16.8,12,0,CONSH,UK,2,United Package,1997/2/7,9.21,8,Callahan,Laura
14,Formaggi Fortini s.r.l.,4,Dairy Products,72,Mozzarella di Giovanni,34.8,14,0,10435,1997/2/4,27.8,10,0,CONSH,UK,2,United Package,1997/2/7,9.21,8,Callahan,Laura
